gene_id,log2FoldChange,padj
Os03g0780350,1.967774291,1.0
Os07g0657300,1.967774291,1.0
Os04g0486350,1.967774291,1.0
Os06g0160200,1.967774291,1.0
Os03g0806300,1.967774291,1.0
Os10g0443000,1.967774291,1.0
Os04g0524136,1.967774291,1.0
Os07g0482887,1.967774291,1.0
Os09g0376650,1.967774291,1.0
Os10g0162840,1.967774291,1.0
Os11g0222100,1.967774291,1.0
Os04g0596200,1.967774291,1.0
Os01g0955550,1.967774291,1.0
Os06g0610400,1.967774291,1.0
Os09g0531200,1.967774291,1.0
Os10g0154200,1.967774291,1.0
Os03g0358900,1.967774291,1.0
Os01g0188900,0.076498932,0.836479284
Os06g0703550,0.649024094,1.0
Os01g0706600,0.095150695,0.836613108
Os10g0476500,0.225320737,0.836683938
Os03g0176100,-0.436646896,0.836683938
Os05g0107000,0.320495611,0.836683938
Os04g0204300,-0.280727582,0.836683938
Os05g0378800,-0.069656868,0.836709766
Os01g0366300,0.283644663,0.836864002
Os03g0156700,-0.067664061,0.836876548
Os09g0370000,0.199343443,0.836876548
Os01g0370000,-0.200444206,0.836908965
Os06g0705300,0.085772552,0.836996581
Os11g0616100,0.309885268,0.836996581
Os12g0435200,0.905243264,1.0
Os12g0160400,-0.059264159,0.837209201
Os02g0301100,0.154811535,0.837209201
Os03g0728600,0.116134318,0.837209201
Os04g0612100,-0.230733863,0.837209201
Os05g0596500,-0.086680163,0.837209201
Os03g0265100,0.069665276,0.837209201
Os06g0642900,-0.055467661,0.837209201
Os10g0132901,-0.149751118,0.837318157
Os06g0179000,0.141497638,0.837318157
Os03g0765400,-0.159407052,0.837335007
Os01g0356900,0.385141742,0.837335007
Os09g0530750,-0.231058556,0.837335007
Os06g0606000,-0.086323302,0.837382172
Os02g0128400,0.168667781,0.837394007
Os08g0153600,0.127358815,0.837401638
Os05g0419800,-0.236685765,0.837401638
Os05g0118000,0.141274948,0.837435554
Os04g0602300,0.09612509,0.837522829
Os01g0784200,-0.347815622,0.83759447
Os01g0561500,0.5687126,0.837595199
Os06g0731950,-0.088651235,0.837760566
Os08g0550500,0.09087948,0.837902093
Os12g0510000,0.124974316,0.837974839
Os01g0183633,0.09091372,0.837974839
Os12g0273300,0.199373073,0.837974839
Os03g0851800,0.194855728,0.838002194
Os04g0543200,-0.050890355,0.838044129
Os01g0299100,0.674850588,1.0
Os07g0202100,0.071890641,0.838044129
Os02g0800500,0.159667071,0.838044129
Os11g0265400,-0.052913802,0.838054542
Os07g0517433,-0.25553575,0.838054542
Os07g0413800,-0.682616357,1.0
Os04g0422600,0.281965229,0.838054542
Os01g0687500,-0.108378252,0.838224581
Os11g0300400,0.148434544,0.838224581
Os10g0126000,-0.110487476,0.838224581
Os07g0119100,-0.488839186,1.0
Os02g0688900,-0.066516982,0.838440798
Os01g0965300,0.493581765,1.0
Os07g0147900,0.060750376,0.8385213
Os11g0618300,-0.233348074,0.8385213
Os02g0235701,0.728953211,1.0
Os03g0358800,0.376818472,0.838675018
Os10g0339182,-0.320242666,0.838690542
Os01g0900400,-0.699286783,1.0
Os02g0126700,0.08003492,0.838783811
Os03g0800100,0.213589313,0.838827579
Os02g0558500,-0.068604709,0.838827579
Os04g0668600,-0.099980705,0.838870406
Os04g0673700,0.078300746,0.838912358
Os04g0625300,-0.126386117,0.838912358
Os06g0527300,0.151923198,0.838912358
Os01g0729900,-0.130968955,0.838917393
Os01g0846800,-0.296630017,0.838959566
Os07g0515900,-0.112601856,0.838959566
Os01g0193900,0.075188073,0.839396222
Os07g0283050,-0.463180363,0.83941663
Os05g0514500,0.711178254,1.0
Os05g0178400,0.083731897,0.839444676
Os02g0752200,0.204208117,0.839444676
Os07g0172900,0.068189573,0.839444676
Os06g0176000,0.165096082,0.839444676
Os05g0569700,0.842754292,1.0
Os06g0678500,-1.246533317,1.0
Os06g0206601,-1.246533317,1.0
Os07g0192000,-0.150754935,0.839444676
Os05g0403400,0.121682965,0.839444676
Os01g0874100,0.109923588,0.839444676
Os10g0501300,0.111697765,0.839444676
Os02g0791500,0.185213527,0.839444676
Os05g0580500,0.211292177,0.839444676
Os02g0127000,0.072389969,0.839444676
Os07g0134800,-0.073543065,0.839444676
Os05g0158500,-0.121643858,0.839444676
Os01g0588400,0.104207979,0.839444676
Os02g0451900,-0.117035161,0.839444676
Os05g0429900,0.180434553,0.839444676
Os06g0267900,-0.696808141,1.0
Os01g0727400,-0.147421285,0.839600037
Os05g0365300,-0.095737455,0.839611645
Os02g0191800,0.102985189,0.839716987
Os10g0455900,-0.054728185,0.839805385
Os04g0465900,0.433791175,1.0
Os06g0474300,0.231927221,0.840019377
Os11g0117500,0.292900068,0.840019377
Os08g0536000,-0.073778233,0.840104267
Os07g0145400,0.140326035,0.840319677
Os06g0115100,-0.107030053,0.840440671
Os06g0355500,0.069587363,0.840497023
Os03g0274000,0.103893682,0.840497023
Os05g0511000,0.064472268,0.840499298
Os02g0729500,-0.430330992,1.0
Os04g0490700,-0.080737509,0.8405702
Os03g0257600,-0.089822684,0.840708362
Os01g0223800,-0.155831381,0.840830298
Os01g0864300,1.193166624,1.0
Os07g0646800,0.417354114,0.840839163
Os05g0320500,0.168484973,0.840839163
Os06g0203000,0.274119346,0.840839163
Os03g0167800,0.078428055,0.840839163
Os03g0292800,0.095880362,0.840839163
Os12g0106550,-0.119155486,0.840839163
Os03g0229000,-0.119782037,0.840876385
Os11g0527150,-0.512640496,1.0
Os05g0304100,-0.074668548,0.841072167
Os09g0530900,0.096246696,0.841072167
Os03g0356540,-0.553659942,1.0
Os01g0809300,0.059749143,0.841123563
Os09g0428000,0.059722615,0.841177165
Os12g0595200,0.791858527,1.0
Os09g0509700,0.114682645,0.841255378
Os05g0147100,-0.117848229,0.841362125
Os03g0196450,-0.582729424,1.0
Os04g0296301,-1.331537846,1.0
Os12g0110475,-1.331537846,1.0
Os08g0519900,-1.331537846,1.0
Os06g0619066,-1.331537846,1.0
Os09g0540325,-1.331537846,1.0
Os02g0638200,0.136166205,0.841388511
Os11g0207100,-0.083614521,0.841416383
Os09g0315200,0.09682116,0.841416383
Os03g0145050,0.477354815,0.841416383
Os10g0135700,-0.651235858,1.0
Os08g0491000,0.150513388,0.841416383
Os04g0382200,0.124626369,0.841416383
Os06g0156400,0.547969566,1.0
Os02g0699433,0.123739068,0.841416383
Os02g0517700,0.278711515,0.841416383
Os03g0374400,-0.088270767,0.841416383
Os08g0548200,-0.072190645,0.841416383
Os03g0308600,0.237338145,0.841416383
Os07g0646400,-0.379897881,0.841416383
Os09g0298400,0.096344059,0.841416383
Os04g0692300,-0.098433845,0.841416383
Os07g0440700,-0.318686428,0.841416383
Os08g0445000,0.217917696,0.841520362
Os09g0531800,-0.150166392,0.841583279
Os03g0149200,0.114541962,0.841638849
Os03g0595200,0.078517025,0.841871415
Os01g0123500,0.573085784,1.0
Os04g0524900,-0.213781135,0.84194818
Os07g0273900,-0.108795712,0.841956201
Os02g0149500,0.390357367,0.841971376
Os10g0333700,-0.14179123,0.84204726
Os05g0422600,0.115958769,0.842139536
Os03g0848300,0.080465475,0.842139536
Os11g0664100,0.526939799,1.0
Os04g0250700,0.104942809,0.842139536
Os04g0625850,-0.426128961,1.0
Os03g0777600,-0.122695626,0.842139536
Os04g0470901,-0.409788393,0.842139536
Os11g0134700,0.072868119,0.842139536
Os02g0488600,0.078559636,0.842139536
Os01g0113650,0.304414521,0.842139536
Os06g0154800,-0.072583595,0.842175573
Os11g0575500,-0.550832594,0.8421943
Os12g0566200,-0.103795626,0.8421943
Os12g0601400,0.198814142,0.8421943
Os03g0288500,-0.094692926,0.8421943
Os03g0832900,-0.080432742,0.842226367
Os01g0720801,-0.18930849,0.842226367
Os09g0426600,1.05538422,1.0
Os01g0764300,-0.103576013,0.842283468
Os12g0161700,-0.155937605,0.842283468
Os10g0122600,0.153908519,0.842283468
Os11g0149200,-0.386741754,0.842286222
Os06g0332500,0.091761845,0.84233473
Os05g0272900,0.074561574,0.842413888
Os06g0353400,-0.084068511,0.842464689
Os07g0598000,0.586319499,1.0
Os12g0135000,-0.189553742,0.842560041
Os01g0224300,0.127827035,0.842560041
Os01g0300600,0.079573534,0.84256663
Os05g0516550,-0.93784349,1.0
Os10g0105850,1.060518978,1.0
Os06g0637400,-0.304798199,0.84256663
Os05g0486300,-0.186664938,0.842587154
Os05g0157100,-0.098981668,0.842587154
Os09g0251450,0.711321536,1.0
Os01g0235325,0.711321536,1.0
Os11g0578066,-0.655218121,1.0
Os01g0947700,0.082318307,0.842675306
Os11g0271000,-0.241233281,0.842675306
Os01g0838300,0.242100154,0.842675306
Os09g0363900,-0.224993246,0.842675306
Os05g0588250,-0.091685043,0.842743638
Os08g0503200,-0.105216838,0.842743638
Os01g0125700,-0.123933692,0.842745865
Os05g0400800,-0.072460944,0.842745865
Os09g0131200,0.762101525,1.0
Os01g0840700,0.120121001,0.842878316
Os06g0239700,0.121718744,0.842928946
Os03g0722100,-0.06132935,0.842935714
Os10g0175700,-0.673891406,1.0
Os12g0514900,0.065305533,0.843024022
Os07g0270900,0.07326807,0.843024022
Os01g0278000,-0.546951155,0.843024022
Os01g0222700,-0.081699088,0.843024022
Os11g0244100,-0.219612489,0.843024022
Os01g0812850,1.123958177,1.0
Os07g0281700,-0.155645061,0.843042454
Os07g0629500,-0.527723715,1.0
Os06g0206100,-0.053169363,0.843042454
Os06g0557200,0.964286322,1.0
Os01g0919400,-0.114618443,0.843164866
Os08g0519501,0.827994319,1.0
Os06g0718400,-0.101643198,0.8432614
Os01g0766400,0.158942049,0.8432614
Os05g0461900,-0.209347772,0.8432614
Os10g0535800,0.118097658,0.843304197
Os01g0679700,0.102134268,0.843304197
Os09g0573000,0.115783939,0.843343534
Os05g0248301,-1.331075479,1.0
Os02g0196100,-1.331075479,1.0
Os08g0376900,-1.331075479,1.0
Os09g0397900,0.266466565,0.843379578
Os03g0397600,0.298824649,0.843452607
Os03g0363500,-0.100252531,0.843452607
Os02g0215000,-0.063044316,0.843508283
Os08g0539100,0.120713951,0.843667536
Os05g0305700,0.086594364,0.843667536
Os10g0555200,0.172116783,0.843716262
Os03g0156600,-1.053658233,1.0
Os01g0774200,0.290585722,0.844064089
Os09g0249750,-0.505290829,1.0
Os01g0808100,-0.099719221,0.844249706
Os11g0533500,0.058025394,0.844323003
Os05g0567400,-0.061144357,0.844436927
Os03g0831100,0.065589771,0.84446101
Os09g0479400,0.265014672,0.844530427
Os06g0206000,-0.074727769,0.844560165
Os03g0655850,-1.051143175,1.0
Os09g0100800,0.129984241,0.844743086
Os05g0237800,-1.330909366,1.0
Os12g0614050,-1.330909366,1.0
Os11g0412484,-1.330909366,1.0
Os11g0659200,-1.330909366,1.0
Os09g0410125,-0.077355611,0.84477101
Os06g0268050,-1.312742839,1.0
Os06g0218000,-1.312742839,1.0
Os08g0242400,-1.312742839,1.0
Os01g0214001,-1.312742839,1.0
Os05g0330150,-1.312742839,1.0
Os07g0584750,-1.312742839,1.0
Os08g0547200,0.080998,0.84477101
Os02g0156700,-0.411515477,1.0
Os06g0341400,-0.403973712,0.844797007
Os01g0870300,0.087399988,0.844899494
Os06g0597800,-0.0915533,0.844899494
Os12g0533800,0.092593405,0.844899494
Os01g0127300,-0.091505184,0.844933328
Os02g0199500,-0.100683755,0.844933328
Os01g0801100,0.142833397,0.844933328
Os04g0594000,-0.161277274,0.844933328
Os01g0101700,-0.09864155,0.844933328
Os10g0553300,-0.116321393,0.84501362
Os02g0474300,-0.098835509,0.84501362
Os11g0175900,0.074496465,0.84501362
Os04g0481550,-0.495784909,1.0
Os05g0513300,0.081817933,0.845095897
Os01g0721100,0.090387551,0.845095897
Os02g0208675,-1.026507997,1.0
Os11g0504900,-1.026507997,1.0
Os08g0541600,-1.026507997,1.0
Os08g0473800,-1.026507997,1.0
Os06g0694400,0.174886081,0.845373781
Os09g0372700,0.110137492,0.845379579
Os01g0363900,0.059562418,0.845392404
Os03g0323800,0.070755438,0.845540786
Os07g0186500,0.134150911,0.845748767
Os07g0179200,-0.06839445,0.845748767
Os12g0167700,0.142633716,0.845748767
Os06g0136201,0.229265301,0.845748767
Os03g0811700,0.083483789,0.845748767
Os04g0448100,-0.218534401,0.84576524
Os08g0495500,-0.1224496,0.845828778
Os02g0206833,-0.765738133,1.0
Os07g0101800,0.139630222,0.846070751
Os01g0716300,0.186758798,0.846070751
Os01g0765000,-0.112941743,0.846070751
Os11g0128700,0.156482154,0.846070751
Os05g0214300,-0.220703146,0.846072116
Os03g0441700,-0.903351487,1.0
Os08g0539700,0.087992173,0.846286933
Os08g0548000,-0.075238901,0.846297155
Os02g0219400,0.070924535,0.846327264
Os11g0160000,0.318286479,0.846327264
Os12g0206700,0.101913977,0.846339209
Os02g0828566,0.07979075,0.846426138
Os03g0796700,0.103456121,0.846426138
Os12g0145566,0.062694456,0.846476333
Os08g0223700,-0.11826344,0.846476333
Os05g0200400,-0.098078213,0.846476333
Os01g0841650,-1.562017997,1.0
Os02g0266300,0.081291914,0.846721223
Os11g0131400,-0.481997101,1.0
Os05g0489750,0.255802652,0.846721223
Os05g0596000,-0.306115566,0.846721223
Os06g0652600,0.184827529,0.846721223
Os01g0158500,-0.202110612,0.846880275
Os07g0203900,0.193531302,0.846880275
Os06g0188600,0.278311415,0.846880275
Os04g0653300,0.533073234,1.0
Os09g0328900,-0.356503733,0.847026213
Os03g0112800,0.077729848,0.847026213
Os08g0517100,-0.683846087,1.0
Os11g0688200,-0.875464851,1.0
Os10g0481100,0.290669171,0.847149711
Os01g0913800,-0.106261529,0.847149711
Os10g0495100,0.40761073,0.847149711
Os02g0521300,-0.052359551,0.847149711
Os07g0677200,0.114687043,0.847149711
Os04g0623700,-0.077590753,0.847149711
Os04g0609200,0.0748008,0.847149711
Os05g0437200,-0.051470426,0.847149711
Os06g0158700,0.123417231,0.847149711
Os05g0142600,-0.311212031,0.847234363
Os09g0322200,0.082004016,0.847234363
Os08g0501000,-0.666774015,1.0
Os11g0218100,-0.083153906,0.847291984
Os06g0340600,-0.063151938,0.84730696
Os10g0450800,-0.259766254,0.847342549
Os03g0656850,-1.312138552,1.0
Os12g0591500,-1.312138552,1.0
Os03g0330200,0.812935269,1.0
Os02g0831300,-0.087418957,0.847562199
Os04g0461600,-0.359410607,0.847594376
Os03g0322900,-1.014768547,1.0
Os01g0384800,-0.434717623,0.847594376
Os01g0535400,0.078229549,0.847620235
Os03g0744800,0.055208239,0.847620235
Os06g0130100,-0.916694496,1.0
Os09g0329000,-0.916694496,1.0
Os08g0308100,0.069096415,0.847692799
Os05g0478700,0.105644091,0.847692799
Os01g0164300,0.946472762,0.847692799
Os03g0862100,-0.057836781,0.847692799
Os09g0249100,-0.133481841,0.847734157
Os11g0149400,0.13467581,0.847748728
Os02g0103000,1.183519275,1.0
Os12g0638750,1.183519275,1.0
Os02g0794000,-0.108166354,0.847803716
Os05g0207900,-0.057169167,0.847803716
Os02g0826400,0.055867933,0.847807568
Os03g0410100,0.154684782,0.847807568
Os02g0710800,-0.096583957,0.847812151
Os01g0159300,-0.101792848,0.847823119
Os02g0591700,0.079761453,0.847823119
Os10g0466800,0.253373394,0.847823119
Os03g0837900,-0.201280817,0.847823119
Os03g0834300,-0.66224837,1.0
Os07g0550900,-0.256339566,0.847926271
Os02g0834700,-0.671868402,1.0
Os01g0906450,0.140090806,0.847971817
Os03g0321000,0.073244793,0.848191066
Os04g0665400,0.106082364,0.848191066
Os08g0299000,-0.066586083,0.848208129
Os09g0282701,-1.311921453,1.0
Os09g0502033,-1.311921453,1.0
Os03g0131333,-1.311921453,1.0
Os06g0547900,-0.061946413,0.848208129
Os04g0121100,0.372424745,0.848237719
Os12g0634600,0.253650426,0.848237719
Os02g0194600,-0.302101258,0.848237719
Os05g0473401,-0.355038887,0.848262105
Os06g0300500,1.02929998,1.0
Os09g0412900,0.141355667,0.848333438
Os05g0560500,0.116019509,0.848333438
Os11g0132600,0.080962312,0.848333438
Os05g0563950,0.606856615,1.0
Os11g0230400,0.433981519,0.848339175
Os02g0329600,0.076171091,0.848387901
Os08g0562600,-0.106720191,0.848387901
Os03g0780200,0.095798733,0.848509078
Os08g0254600,0.102603854,0.848522273
Os07g0107366,0.918011086,1.0
Os09g0485800,1.00501777,1.0
Os09g0478500,0.069856849,0.848556005
Os05g0490300,0.08959163,0.848556005
Os02g0564500,0.082040496,0.848556005
Os02g0202250,0.058076789,0.848556005
Os07g0515150,-1.562655024,1.0
Os10g0149100,-1.562655024,1.0
Os01g0197350,0.159196933,0.848556005
Os01g0148500,-0.059365852,0.848612039
Os03g0234500,-0.180934088,0.848612039
Os07g0622000,-0.106838077,0.848612039
Os07g0203700,-0.05777857,0.848612039
Os10g0394400,-0.066486195,0.848698238
Os04g0120100,0.546894302,1.0
Os03g0219400,-0.105310997,0.848754225
Os11g0439300,-0.103881753,0.848754225
Os01g0171100,-0.574263432,1.0
Os04g0101700,0.196803307,0.848927939
Os05g0565900,0.150394777,0.848927939
Os09g0392666,0.094192854,0.848927939
Os07g0573600,0.104058067,0.848927939
Os06g0367900,0.403159301,0.848927939
Os01g0615000,-0.136614626,0.848927939
Os03g0802700,-0.076663996,0.848927939
Os06g0679800,-0.084024042,0.848927939
Os10g0550500,0.145885598,0.848927939
Os01g0333600,1.145931855,1.0
Os01g0890200,1.145931855,1.0
Os01g0176500,0.090800128,0.848927939
Os01g0960200,-0.1444333,0.848927939
Os03g0291700,0.234909086,0.848927939
Os10g0552200,0.804810958,0.849045551
Os05g0489100,0.090822533,0.849045551
Os07g0301200,-0.06837566,0.849045551
Os08g0152500,-0.086044307,0.849045551
Os09g0552900,-0.467739491,0.849045551
Os01g0821600,-0.404205974,0.849096975
Os03g0140300,-1.562882396,1.0
Os01g0157400,-1.562882396,1.0
Os11g0143500,0.080372524,0.849301989
Os05g0580550,-0.090775255,0.849326113
Os01g0953100,-0.137644483,0.849326113
Os10g0486000,-0.060851821,0.849326113
Os01g0799100,0.093084274,0.849421838
Os02g0198400,0.087406074,0.849457493
Os05g0181902,-0.698770732,1.0
Os02g0552550,-0.187066351,0.849472386
Os06g0523400,0.089833808,0.849472386
Os04g0620700,0.050939545,0.849472386
Os03g0311300,-0.097291794,0.849472386
Os12g0208950,0.573329874,1.0
Os11g0208300,-0.922221478,1.0
Os07g0195100,-0.091073498,0.849497813
Os04g0538900,-0.111659164,0.849662963
Os04g0395600,-0.064428913,0.8496676
Os05g0530350,-0.896367993,1.0
Os01g0131900,-0.896834557,1.0
Os04g0540900,-0.170107252,0.8496676
Os09g0361100,0.061960213,0.8496676
Os04g0196200,0.585295638,1.0
Os02g0102300,0.095500489,0.849898332
Os01g0233100,0.138960424,0.850082975
Os11g0136701,-0.106341563,0.850113818
Os05g0169000,-0.08368828,0.850113818
Os01g0265800,0.058779055,0.850140125
Os08g0162200,0.130999055,0.850146006
Os03g0636300,-0.232319589,0.850146006
Os04g0166600,0.130975484,0.85022837
Os08g0146001,-0.075384375,0.85022837
Os01g0545500,1.018723217,1.0
Os03g0320600,0.131728156,0.850237971
Os09g0463600,0.405686449,0.850253401
Os01g0895600,0.064505482,0.850253401
Os01g0210300,0.204002991,0.850291524
Os03g0236200,0.162351561,0.850291524
Os05g0526700,0.262169775,0.850329382
Os10g0442800,0.098018814,0.85036808
Os05g0509300,-0.065442538,0.85051254
Os10g0398350,-0.743172844,1.0
Os07g0658400,-0.111646932,0.850533243
Os11g0537400,0.376128992,0.850552202
Os02g0323000,-0.219883197,0.850698422
Os03g0279832,-0.531080407,1.0
Os03g0729800,0.484612045,0.850743064
Os07g0111400,0.156647851,0.850808136
Os09g0386400,-0.085730633,0.850992702
Os01g0867100,0.085571749,0.850992702
Os07g0160400,0.099023861,0.850992702
Os02g0506400,0.25062771,0.851105169
Os04g0538700,0.049120978,0.851116857
Os03g0661500,0.063993961,0.851355363
Os05g0524300,0.114620306,0.851370098
Os10g0386300,0.311417111,0.851370098
Os08g0427550,0.451084251,0.851370098
Os03g0591300,-0.124144137,0.851370098
Os08g0553500,-0.397756812,0.851370098
Os06g0504450,-0.121671871,0.851525473
Os03g0452300,-0.132640779,0.851535183
Os03g0685900,0.081214205,0.851535183
Os10g0552800,0.399512673,0.851552226
Os01g0683600,-0.052748537,0.851633718
Os01g0276400,0.069621382,0.851633718
Os12g0109800,-0.389802204,0.851638409
Os11g0303300,-0.180576424,0.851638409
Os02g0107200,0.190580004,0.851638409
Os01g0948100,0.090098941,0.851642137
Os07g0158200,-0.085963489,0.851642137
Os12g0636700,0.480942548,1.0
Os02g0147700,0.080775807,0.851642137
Os12g0105600,0.147725974,0.851642137
Os08g0189500,-0.102206379,0.851642137
Os12g0417100,0.127931223,0.851642137
Os03g0348200,-1.942285975,1.0
Os07g0562400,-1.942285975,1.0
Os04g0174200,-1.942285975,1.0
Os01g0138000,-1.942285975,1.0
Os12g0216000,-1.942285975,1.0
Os05g0426100,-1.942285975,1.0
Os02g0621850,-1.942285975,1.0
Os07g0654800,-1.942285975,1.0
Os01g0160200,-1.942285975,1.0
Os01g0272650,-1.942285975,1.0
Os07g0685900,-1.942285975,1.0
Os05g0376200,-1.942285975,1.0
Os01g0964266,-1.942285975,1.0
Os01g0884600,-1.942285975,1.0
Os01g0775750,-1.942285975,1.0
Os07g0117600,-1.942285975,1.0
Os07g0161650,-1.942285975,1.0
Os02g0455900,-1.942285975,1.0
Os12g0572601,-1.942285975,1.0
Os11g0428700,-1.942285975,1.0
Os12g0140050,-1.942285975,1.0
Os02g0216250,-1.942285975,1.0
Os03g0429900,-1.942285975,1.0
Os08g0320800,-1.942285975,1.0
Os06g0122001,-1.942285975,1.0
Os05g0358000,-0.055640212,0.851642137
Os12g0162400,0.086423909,0.851642137
Os12g0289833,-0.190245239,0.851642137
Os03g0704200,0.096025236,0.851642137
Os07g0688500,0.180570495,0.851642137
Os07g0194950,0.090156862,0.851642919
Os08g0337300,-0.054208655,0.851683672
Os02g0103900,-0.077666241,0.851718143
Os02g0691800,-0.078234718,0.851726938
Os05g0448700,-0.139992419,0.851780714
Os09g0347700,-0.077279879,0.851780714
Os06g0679500,0.084105989,0.851780714
Os07g0130100,0.173466591,0.851780714
Os07g0670100,0.149249673,0.851780714
Os02g0303200,0.116786226,0.851847354
Os01g0139600,-0.277328022,0.851847354
Os02g0185350,1.008398644,1.0
Os11g0141400,-0.080328407,0.851952736
Os09g0457800,-0.896315353,1.0
Os06g0135300,-0.896315353,1.0
Os07g0658500,-0.565995237,1.0
Os11g0144500,-0.712718511,1.0
Os11g0465200,0.784241829,1.0
Os07g0489300,0.984672223,1.0
Os06g0242900,0.984672223,1.0
Os06g0622400,0.391363218,0.852412211
Os12g0109633,-0.98945871,1.0
Os03g0812300,-0.270757303,0.852601228
Os08g0323700,0.07813598,0.852601228
Os11g0158400,-0.070522084,0.852611769
Os11g0595200,-0.094956612,0.852611769
Os05g0160000,0.110682211,0.852611769
Os01g0117200,1.867783762,1.0
Os08g0190300,1.867783762,1.0
Os01g0830900,1.867783762,1.0
Os12g0434801,1.867783762,1.0
Os11g0630300,1.867783762,1.0
Os07g0285800,1.867783762,1.0
Os09g0125900,1.867783762,1.0
Os01g0853000,1.867783762,1.0
Os02g0561900,1.867783762,1.0
Os10g0100900,1.867783762,1.0
Os06g0176150,1.867783762,1.0
Os12g0457500,1.867783762,1.0
Os07g0582700,1.867783762,1.0
Os01g0763800,1.867783762,1.0
Os01g0937000,1.867783762,1.0
Os02g0461300,1.867783762,1.0
Os07g0540700,1.867783762,1.0
Os03g0248500,1.867783762,1.0
Os12g0168150,1.867783762,1.0
Os04g0290750,1.867783762,1.0
Os04g0613950,1.867783762,1.0
Os04g0615900,1.867783762,1.0
Os03g0669900,1.867783762,1.0
Os05g0410601,1.867783762,1.0
Os02g0710201,1.867783762,1.0
Os06g0309550,1.867783762,1.0
Os05g0276100,1.867783762,1.0
Os05g0480200,1.867783762,1.0
Os02g0170300,1.867783762,1.0
Os01g0347300,0.123693107,0.852691592
Os05g0453700,0.066658501,0.852835091
Os03g0643000,0.217727402,0.852835091
Os12g0568350,0.276331532,0.852835091
Os08g0512900,-0.079078246,0.852835091
Os04g0490900,-0.922565691,1.0
Os03g0366900,-0.104720563,0.853090337
Os03g0107700,-0.361713305,0.853090337
Os12g0464300,-0.552841438,1.0
Os07g0101400,-0.057820795,0.853137735
Os01g0852900,-0.086653998,0.853137735
Os03g0359000,-0.763050991,1.0
Os03g0307000,-0.099563869,0.853187545
Os11g0200000,0.704681241,1.0
Os12g0233200,0.236617326,0.853235309
Os08g0483600,-0.070238914,0.853290319
Os10g0520600,-0.060214148,0.853290319
Os08g0356700,0.100149695,0.853320839
Os03g0192300,0.606909022,1.0
Os12g0162800,0.108925396,0.853391581
Os04g0526200,0.224148613,0.853414083
Os06g0151200,-0.057081464,0.853414083
Os12g0443800,0.098959097,0.853507387
Os01g0609700,-0.715864748,1.0
Os11g0211200,-0.244024821,0.853507387
Os02g0491300,1.528257052,1.0
Os09g0463100,-0.258937495,0.853592687
Os11g0266800,0.088702333,0.853592695
Os01g0507900,-0.081736251,0.853592695
Os11g0655800,0.059553395,0.853592695
Os05g0380400,-0.164090454,0.853630212
Os05g0529400,-0.086505834,0.853630212
Os02g0562100,0.25418169,0.853635411
Os07g0472500,0.058636125,0.853635411
Os05g0468200,-0.837634182,1.0
Os05g0244600,0.064996275,0.853699466
Os01g0962300,0.927432491,1.0
Os09g0467300,-0.334692397,0.853845603
Os04g0228400,0.415101815,0.853845603
Os04g0430700,-0.097846182,0.854160579
Os02g0831500,-0.155372733,0.854160579
Os03g0624800,-0.07327077,0.854160579
Os03g0191800,-0.250551015,0.854160579
Os11g0704100,0.190023513,0.854160579
Os12g0162700,-0.794317092,1.0
Os12g0116000,0.090958998,0.85425661
Os03g0841100,-0.089199558,0.85425661
Os12g0420000,-1.833769083,1.0
Os08g0193700,-1.833769083,1.0
Os11g0701500,-1.833769083,1.0
Os07g0660466,-1.833769083,1.0
Os04g0428300,-1.833769083,1.0
Os08g0491400,-1.833769083,1.0
Os01g0532100,-1.833769083,1.0
Os11g0562600,-1.833769083,1.0
Os09g0295000,-1.833769083,1.0
Os05g0458200,-1.833769083,1.0
Os04g0430150,-1.833769083,1.0
Os07g0620700,-1.833769083,1.0
Os04g0561550,-1.833769083,1.0
Os12g0114500,-1.833769083,1.0
Os02g0269600,-1.833769083,1.0
Os03g0735150,-1.833769083,1.0
Os10g0417300,-1.833769083,1.0
Os07g0169700,-1.833769083,1.0
Os03g0807150,-1.833769083,1.0
Os04g0206450,-1.833769083,1.0
Os02g0130700,-1.833769083,1.0
Os03g0689350,-1.833769083,1.0
Os04g0655300,-0.126226757,0.85425661
Os11g0676500,-0.08171711,0.854285863
Os02g0772650,0.578755172,1.0
Os06g0239000,0.0877483,0.854341293
Os02g0817200,-0.499735431,1.0
Os07g0694800,-0.074330814,0.854722492
Os11g0249900,-0.059966432,0.854722492
Os03g0165050,0.280287891,0.854722492
Os07g0122100,0.429684717,1.0
Os07g0572900,0.084541889,0.854934291
Os03g0844800,0.670212179,1.0
Os03g0193901,0.234824904,0.855016783
Os08g0514300,0.841301002,1.0
Os01g0906200,0.055250322,0.855129036
Os03g0752200,-0.079604084,0.855129036
Os04g0226800,0.783940796,1.0
Os07g0249600,0.068289987,0.855250104
Os05g0591500,0.063144092,0.855286304
Os04g0665900,-0.606740247,1.0
Os04g0465432,-0.224462603,0.855463956
Os10g0128502,-0.884677255,1.0
Os03g0338600,-0.884677255,1.0
Os11g0250900,-0.884677255,1.0
Os07g0572100,-0.130195597,0.855555235
Os01g0614750,0.482189731,1.0
Os03g0396500,-0.698360454,1.0
Os04g0394200,-0.153004128,0.855763961
Os06g0552400,-0.059884443,0.855763961
